Josh Edgi,29,NYM,NL,15,0,0,0,0,0,0,0,0,0
Carl Edward,24,CHC,NL,34,1,1,0,0,0,0,0,0,0
Zach Efli,22,PHI,NL,10,23,23,2,6,2,0,0,0,0
Cody Ege,25,TOT,MLB,5,1,1,0,1,0,0,0,0,0
Cody Ege,25,MIA,NL,5,1,1,0,1,0,0,0,0,0
Brett Eibne,27,TOT,AL,70,208,187,21,36,10,1,6,22,0
Brett Eibne,27,KCR,AL,26,85,78,11,18,6,0,3,10,0
Brett Eibne,27,OAK,AL,44,123,109,10,18,4,1,3,12,0
Jerad Eickhof,25,PHI,NL,30,62,61,4,8,3,0,0,5,0
Roenis Elias,27,BOS,AL,1,0,0,0,0,0,0,0,0,0
Brian Ellingto,25,MIA,NL,28,1,1,0,0,0,0,0,0,0
A.J. Elli,35,TOT,NL,64,196,171,11,37,8,0,2,22,2
A.J. Elli,35,LAD,NL,53,161,139,8,27,5,0,1,13,1
A.J. Elli,35,PHI,NL,11,35,32,3,10,3,0,1,9,1
Jacoby Ellsbury,32,NYY,AL,148,626,551,71,145,24,5,9,56,20
Jake Elmor,29,MIL,NL,59,99,78,7,17,2,0,0,4,2
Edwin Encarnacio,33,TOR,AL,160,702,601,99,158,34,0,42,127,2
Nathan Eovald,26,NYY,AL,3,7,5,0,0,0,0,0,0,0
Robbie Erli,25,SDP,NL,3,6,6,0,0,0,0,0,0,0
Jake Esc,26,MIA,NL,3,5,5,1,1,0,0,0,0,0
Alcides Escoba,29,KCR,AL,162,682,637,57,166,24,6,7,55,17
Eduardo Escobar,27,MIN,AL,105,377,352,32,83,14,2,6,37,1
Edwin Escobar,24,ARI,NL,24,2,2,0,0,0,0,0,0,0
Yunel Escoba,33,LAA,AL,132,567,517,68,157,28,1,5,39,0
Danny Espinosa,29,WSN,NL,157,601,516,66,108,15,0,24,72,9
Carlos Esteve,23,COL,NL,58,0,0,0,0,0,0,0,0,0
Marco Estrad,32,TOR,AL,2,5,5,0,0,0,0,0,0,0
Andre Ethier,34,LAD,NL,16,26,24,2,5,1,0,1,2,0
Dana Eveland,32,TBR,AL,1,0,0,0,0,0,0,0,0,0
Jeurys Famili,26,NYM,NL,74,0,0,0,0,0,0,0,0,0
Taylor Feathersto,26,PHI,NL,19,28,26,2,3,1,0,0,1,2
Tim Federowic,28,CHC,NL,17,33,31,3,6,2,0,0,3,0
Scott Feldman,33,TOT,AL,2,2,2,0,0,0,0,0,0,0
Scott Feldman,33,HOU,AL,2,2,2,0,0,0,0,0,0,0
Michael Feli,23,HOU,AL,2,0,0,0,0,0,0,0,0,0
Neftali Feli,28,PIT,NL,57,0,0,0,0,0,0,0,0,0
Jose Fernande,23,MIA,NL,28,61,52,3,13,2,0,0,6,0
Prince Fielder,32,TEX,AL,89,370,326,29,69,16,0,8,44,0
Josh Field,30,TOT,MLB,23,1,1,0,0,0,0,0,0,0
Josh Field,30,HOU,AL,2,0,0,0,0,0,0,0,0,0
Josh Field,30,LAD,NL,21,1,1,0,0,0,0,0,0,0
Casey Fie,32,TOT,MLB,29,0,0,0,0,0,0,0,0,0
Casey Fie,32,MIN,AL,4,0,0,0,0,0,0,0,0,0
Casey Fie,32,LAD,NL,25,0,0,0,0,0,0,0,0,0
Cole Figueroa,29,PIT,NL,23,27,26,0,4,0,0,0,3,1
Brandon Finnegan,23,CIN,NL,31,61,53,4,6,2,0,0,2,0
Doug Fister,32,HOU,AL,3,7,5,0,1,0,0,0,2,0
Ryan Flaherty,29,BAL,AL,74,176,157,16,34,7,0,3,15,2
Yohan Flande,30,COL,NL,2,1,0,0,0,0,0,0,0,0
Kendry Flore,24,MIA,NL,1,1,1,0,0,0,0,0,0,0
Ramon Flores,24,MIL,NL,104,289,249,18,51,8,0,2,19,3
Wilmer Flore,24,NYM,NL,103,335,307,38,82,14,0,16,49,1
Pedro Florimon,29,PIT,NL,18,25,24,4,5,1,1,0,4,0
Dylan Floro,25,TBR,AL,2,0,0,0,0,0,0,0,0,0
Tyler Flower,30,ATL,NL,83,325,281,27,76,18,0,8,41,0
Gavin Floy,33,TOR,AL,3,1,1,0,0,0,0,0,0,0
Brian Flynn,26,KCR,AL,3,0,0,0,0,0,0,0,0,0
Mike Foltynewic,24,ATL,NL,19,42,36,3,5,1,0,0,1,0
Logan Forsyth,29,TBR,AL,127,567,511,76,135,24,4,20,52,6
Dexter Fowler,30,CHC,NL,125,551,456,84,126,25,7,13,48,13
Maikel Franc,23,PHI,NL,152,630,581,67,148,23,1,25,88,1
Jeff Francoeu,32,TOT,NL,125,331,307,33,78,15,1,7,34,2
Jeff Francoeu,32,ATL,NL,99,276,257,29,64,13,0,7,33,2
Jeff Francoeu,32,MIA,NL,26,55,50,4,14,2,1,0,1,0
Nick Franklin,25,TBR,AL,60,191,174,18,47,10,1,6,26,6
Adam Frazier,24,PIT,NL,66,160,146,21,44,8,1,2,11,4
Todd Frazie,30,CHW,AL,158,666,590,89,133,21,0,40,98,15
Freddie Freeman,26,ATL,NL,158,693,589,102,178,43,6,34,91,6
Mike Freeman,28,TOT,MLB,21,24,22,1,5,1,0,0,1,0
Mike Freeman,28,ARI,NL,8,11,9,0,0,0,0,0,0,0
Mike Freeman,28,SEA,AL,13,13,13,1,5,1,0,0,1,0
Sam Freema,29,MIL,NL,7,0,0,0,0,0,0,0,0,0
David Frees,33,PIT,NL,141,492,437,63,118,23,0,13,55,0
Carlos Fria,26,LAD,NL,1,1,1,0,0,0,0,0,0,0
Christian Friedric,28,SDP,NL,23,43,37,2,2,0,0,0,2,0
Eric Frye,30,TOT,NL,60,133,116,19,31,4,1,0,13,0
Eric Frye,30,STL,NL,24,41,38,7,14,2,0,0,5,0
Eric Frye,30,PIT,NL,36,92,78,12,17,2,1,0,8,0
Rey Fuentes,25,KCR,AL,13,44,41,2,13,1,0,0,5,0
Carson Fulme,22,CHW,AL,1,0,0,0,0,0,0,0,0,0
Michael Fulme,23,DET,AL,1,2,2,0,0,0,0,0,0,0
Yovani Gallard,30,BAL,AL,3,6,4,1,2,0,0,0,0,0
Joey Gallo,22,TEX,AL,17,30,25,2,1,0,0,1,1,1
Freddy Galvis,26,PHI,NL,158,624,584,61,141,26,3,20,67,17
Ben Gamel,24,TOT,AL,33,57,48,9,9,2,0,1,5,0
Ben Gamel,24,NYY,AL,6,10,8,1,1,0,0,0,0,0
Ben Gamel,24,SEA,AL,27,47,40,8,8,2,0,1,5,0
John Gan,23,ATL,NL,19,10,7,0,0,0,0,0,0,0
Adonis Garci,31,ATL,NL,134,563,532,65,145,29,0,14,65,3
Avisail Garci,25,CHW,AL,120,453,413,59,101,18,2,12,51,4
Greg Garcia,26,STL,NL,99,257,214,33,59,11,0,3,17,1
Jaime Garcia,29,STL,NL,29,51,41,3,7,0,0,0,4,0
Leury Garcia,25,CHW,AL,18,50,48,6,11,1,1,1,5,2
Luis Garci,29,PHI,NL,17,1,0,0,0,0,0,0,0,0
Yimi Garci,25,LAD,NL,9,0,0,0,0,0,0,0,0,0
Brett Gardner,32,NYY,AL,148,634,547,80,143,22,6,7,41,16
Dustin Garnea,28,COL,NL,24,75,68,7,16,6,0,1,6,0
Ryan Garto,26,TBR,AL,1,0,0,0,0,0,0,0,0,0
Matt Garz,32,MIL,NL,17,33,28,1,1,0,0,0,0,0
Evan Gatti,29,HOU,AL,128,499,447,58,112,19,0,32,72,2
Kevin Gausman,25,BAL,AL,2,3,2,0,0,0,0,0,0,0
Cory Gearri,30,SFG,NL,54,1,1,0,1,0,0,0,0,0
Dillon Ge,30,KCR,AL,4,3,1,0,0,0,0,0,0,0
Scooter Gennett,26,MIL,NL,136,542,498,58,131,30,1,14,56,8
Craig Gentr,32,LAA,AL,14,39,34,2,5,1,0,0,2,0
Gonzalez Germe,28,COL,NL,37,3,3,0,0,0,0,0,0,0
Johnny Giavotell,28,LAA,AL,99,367,346,44,90,20,1,6,31,4
Kyle Gibso,28,MIN,AL,3,8,7,1,0,0,0,0,0,0
Ken Gile,25,HOU,AL,7,0,0,0,0,0,0,0,0,0
Conor Gillaspie,28,SFG,NL,101,205,191,24,50,8,4,6,25,1
Cole Gillespi,32,MIA,NL,41,55,51,7,12,3,2,0,5,0
Sean Gilmartin,26,NYM,NL,14,0,0,0,0,0,0,0,0,0
Chris Gimene,33,CLE,AL,67,155,139,17,30,4,0,4,11,0
Lucas Giolit,21,WSN,NL,6,6,4,1,1,0,0,0,0,0
Chad Girodo,25,TOR,AL,2,0,0,0,0,0,0,0,0,0
Mychal Given,26,BAL,AL,6,2,2,0,0,0,0,0,0,0
Tyler Glasnow,22,PIT,NL,7,7,7,0,1,0,0,0,0,0
Koda Glove,23,WSN,NL,18,0,0,0,0,0,0,0,0,0
Zack Godle,26,ARI,NL,24,19,18,1,2,0,0,0,0,0
Erik Goedde,27,NYM,NL,34,0,0,0,0,0,0,0,0,0
Tyler Goedde,23,PHI,NL,92,234,213,17,41,3,3,4,16,3
David Gofort,27,MIL,NL,10,0,0,0,0,0,0,0,0,0
Ryan Goins,28,TOR,AL,76,196,183,13,34,9,2,3,12,1
Paul Goldschmid,28,ARI,NL,158,705,579,106,172,33,3,24,95,32
Yan Gome,28,CLE,AL,74,264,251,22,42,11,1,9,34,0
Carlos Gome,30,TOT,AL,118,453,411,45,95,22,1,13,53,18
Carlos Gome,30,HOU,AL,85,323,295,27,62,16,1,5,29,13
Carlos Gome,30,TEX,AL,33,130,116,18,33,6,0,8,24,5
Jeanmar Gome,28,PHI,NL,67,0,0,0,0,0,0,0,0,0
Adrian Gonzalez,34,LAD,NL,156,633,568,69,162,31,0,18,90,0
Carlos Gonzalez,30,COL,NL,150,632,584,87,174,42,2,25,100,2
Erik Gonzale,24,CLE,AL,21,17,16,2,5,0,0,0,0,0
Gio Gonzale,30,WSN,NL,29,59,52,1,7,2,0,0,2,0
Marwin Gonzalez,27,HOU,AL,141,518,484,55,123,26,3,13,51,12
Miguel Gonzale,32,CHW,AL,1,1,1,0,0,0,0,0,0,0
Severino Gonzale,23,PHI,NL,25,1,1,0,0,0,0,0,0,0
Brian Goodwin,25,WSN,NL,22,44,42,1,12,4,1,0,5,0
Nick Good,24,NYY,AL,3,0,0,0,0,0,0,0,0,0
Alex Gordon,32,KCR,AL,128,506,445,62,98,16,2,17,40,8
Dee Gordon,28,MIA,NL,79,346,325,47,87,7,6,1,14,30
Terrance Gor,25,KCR,AL,17,3,3,6,0,0,0,0,0,11
Tom Gorzelann,33,CLE,AL,1,0,0,0,0,0,0,0,0,0
Anthony Gose,25,DET,AL,30,101,91,11,19,2,2,2,7,0
Tuffy Gosewisc,32,ARI,NL,33,99,90,8,14,1,1,3,7,0
Philip Gosseli,27,ARI,NL,122,240,220,26,61,12,1,2,13,3
Trevor Got,23,WSN,NL,9,0,0,0,0,0,0,0,0,0
Matt Grace,27,WSN,NL,6,0,0,0,0,0,0,0,0,0
Yasmani Grandal,27,LAD,NL,126,457,390,49,89,14,1,27,72,1
Curtis Granderson,35,NYM,NL,150,633,545,88,129,24,5,30,59,4
Juan Gratero,27,LAA,AL,9,15,14,2,4,2,0,0,3,0
Kendall Gravema,25,OAK,AL,3,5,4,0,0,0,0,0,0,0
Jon Gra,24,COL,NL,26,55,47,2,7,2,0,0,4,0
Sonny Gra,26,OAK,AL,1,3,2,0,0,0,0,0,0,0
Chad Green,25,NYY,AL,2,4,4,0,0,0,0,0,0,0
Grant Gree,28,SFG,NL,18,50,46,7,12,2,0,1,7,0
Shane Green,27,DET,AL,3,2,2,0,0,0,0,0,0,0
Luke Gregerson,32,HOU,AL,3,0,0,0,0,0,0,0,0,0
Didi Gregorius,26,NYY,AL,153,597,562,68,155,32,2,20,70,7
Zack Greink,32,ARI,NL,25,60,52,4,11,1,0,0,3,1
Randal Grichu,24,STL,NL,132,478,446,66,107,29,3,24,68,5
A.J. Griffi,28,TEX,AL,1,2,2,0,0,0,0,0,0,0
Jason Grill,39,TOT,MLB,21,0,0,0,0,0,0,0,0,0
Jason Grill,39,ATL,NL,18,0,0,0,0,0,0,0,0,0
Jason Grill,39,TOR,AL,3,0,0,0,0,0,0,0,0,0
Justin Grim,27,CHC,NL,64,0,0,0,0,0,0,0,0,0
Robbie Grossman,26,MIN,AL,99,389,332,49,93,19,1,11,37,2
Robert Gsellma,22,NYM,NL,9,17,15,0,1,0,0,0,0,0
Deolis Guerr,27,LAA,AL,3,0,0,0,0,0,0,0,0,0
Javy Guerr,30,LAA,AL,2,0,0,0,0,0,0,0,0,0
Junior Guerr,31,MIL,NL,19,43,35,2,8,2,0,0,0,0
Tayron Guerrer,25,SDP,NL,1,0,0,0,0,0,0,0,0,0
Jason Gurka,28,COL,NL,6,0,0,0,0,0,0,0,0,0
Yuli Gurrie,32,HOU,AL,36,137,130,13,34,7,0,3,15,1
Franklin Gutierre,33,SEA,AL,98,283,248,33,61,9,0,14,39,1
Brandon Guye,30,TOT,AL,101,345,293,39,78,17,1,9,32,3
Brandon Guye,30,TBR,AL,63,249,212,27,51,12,1,7,18,2
Brandon Guye,30,CLE,AL,38,96,81,12,27,5,0,2,14,1
Jedd Gyork,27,STL,NL,128,438,400,58,97,9,1,30,59,0
Jesse Hah,26,OAK,AL,1,1,1,0,0,0,0,0,0,0
David Hal,28,COL,NL,2,0,0,0,0,0,0,0,0,0
Cody Hal,28,MIA,NL,2,0,0,0,0,0,0,0,0,0
Cole Hamels,32,TEX,AL,3,8,8,0,1,0,0,0,0,0
Billy Hamilton,25,CIN,NL,119,460,411,69,107,19,3,3,17,58
Jason Hamme,33,CHC,NL,35,69,65,6,16,3,0,0,7,0
Brad Hand,26,SDP,NL,77,5,4,0,0,0,0,0,0,0
Ryan Haniga,35,BOS,AL,35,113,105,9,18,4,0,1,14,0
Mitch Hanige,25,ARI,NL,34,123,109,9,25,2,1,5,17,0
Alen Hanson,23,PIT,NL,27,33,31,5,7,1,0,0,1,2
J.A. Happ,33,TOR,AL,4,10,7,2,2,0,0,0,0,0
J.J. Hard,33,BAL,AL,115,438,405,43,109,29,0,9,48,0
Bryce Harper,23,WSN,NL,147,627,506,84,123,24,2,24,86,21
Lucas Harrell,31,TOT,MLB,4,8,8,0,0,0,0,0,0,0
Lucas Harrell,31,ATL,NL,4,8,8,0,0,0,0,0,0,0
Will Harri,31,HOU,AL,7,0,0,0,0,0,0,0,0,0
Josh Harriso,28,PIT,NL,131,522,487,57,138,25,7,4,59,19
Donnie Hart,25,BAL,AL,3,1,1,0,0,0,0,0,0,0
Matt Harve,27,NYM,NL,15,25,22,2,3,1,0,0,0,0
Chris Hatcher,31,LAD,NL,34,3,3,0,1,0,0,0,1,0
Steve Hathaway,25,ARI,NL,21,0,0,0,0,0,0,0,0,0
Drew Haye,28,CIN,NL,6,2,1,0,0,0,0,0,0,0
Jeremy Hazelbaker,28,STL,NL,114,224,200,35,47,7,3,12,28,5
Chase Headley,32,NYY,AL,140,529,467,58,118,18,1,14,51,8
Ryon Heal,24,OAK,AL,72,283,269,36,82,20,0,13,37,0
Adeiny Hechavarri,27,MIA,NL,155,547,508,52,120,17,6,3,38,1
Austin Hedge,23,SDP,NL,8,26,24,2,3,1,0,0,1,0
Chris Heise,31,WSN,NL,83,155,139,18,30,3,1,9,17,0
Jeremy Hellickso,29,PHI,NL,31,66,54,3,9,1,0,0,4,0
Heath Hembre,27,BOS,AL,1,0,0,0,0,0,0,0,0,0
Jim Henderson,33,NYM,NL,42,0,0,0,0,0,0,0,0,0
Kyle Hendrick,26,CHC,NL,30,68,58,1,8,0,0,0,2,0
Liam Hendrik,27,OAK,AL,3,0,0,0,0,0,0,0,0,0
Guillermo Heredi,25,SEA,AL,45,107,92,12,23,3,0,1,12,1
Cesar Hernandez,26,PHI,NL,155,622,547,67,161,14,11,6,39,17
David Hernande,31,PHI,NL,64,0,0,0,0,0,0,0,0,0
Enrique Hernande,24,LAD,NL,109,244,216,25,41,8,0,7,18,2
Felix Hernande,30,SEA,AL,3,8,6,0,0,0,0,0,0,0
Gorkys Hernande,28,SFG,NL,26,57,54,7,14,5,0,2,4,0
Marco Hernandez,23,BOS,AL,40,56,51,11,15,1,0,1,5,1
Oscar Hernande,22,ARI,NL,4,11,11,1,2,0,0,1,1,0
Roberto Hernande,35,ATL,NL,2,4,4,0,0,0,0,0,0,0
Teoscar Hernande,23,HOU,AL,41,112,100,15,23,7,0,4,11,0
Kelvin Herrer,26,KCR,AL,7,0,0,0,0,0,0,0,0,0
Odubel Herrera,24,PHI,NL,159,656,583,87,167,21,6,15,49,25
Chris Herrmann,28,ARI,NL,56,166,148,21,42,5,4,6,28,4
Frank Herrmann,32,PHI,NL,14,1,1,0,0,0,0,0,0,0
Keith Hessler,27,TOT,NL,17,0,0,0,0,0,0,0,0,0
Keith Hessler,27,ARI,NL,2,0,0,0,0,0,0,0,0,0
Keith Hessler,27,SDP,NL,15,0,0,0,0,0,0,0,0,0
Chris Hesto,28,SFG,NL,4,0,0,0,0,0,0,0,0,0
Jason Heyward,26,CHC,NL,142,592,530,61,122,27,1,7,49,11
Aaron Hicks,26,NYY,AL,123,361,327,32,71,13,1,8,31,3
John Hick,26,DET,AL,1,2,2,1,1,1,0,0,0,0
Aaron Hil,34,TOT,MLB,125,429,378,48,99,14,0,10,38,4
Aaron Hil,34,MIL,NL,78,292,254,34,72,11,0,8,29,4
Aaron Hil,34,BOS,AL,47,137,124,14,27,3,0,2,9,0
Rich Hill,36,TOT,MLB,6,12,12,0,0,0,0,0,0,0
Rich Hill,36,LAD,NL,6,12,12,0,0,0,0,0,0,0
Dalier Hinojos,30,PHI,NL,10,0,0,0,0,0,0,0,0,0
Luke Hocheva,32,KCR,AL,3,0,0,0,0,0,0,0,0,0
Jeff Hoffma,23,COL,NL,8,9,8,0,0,0,0,0,0,0
Bryan Holada,28,TOT,AL,43,129,117,17,27,7,1,2,14,0
Bryan Holada,28,TEX,AL,29,94,84,14,20,6,1,2,13,0
Bryan Holada,28,BOS,AL,14,35,33,3,7,1,0,0,1,0
Derek Holland,29,TEX,AL,1,2,2,0,1,0,0,0,0,0
Matt Hollida,36,STL,NL,110,426,382,48,94,20,1,20,62,0
Brock Holt,28,BOS,AL,94,324,290,45,74,16,0,7,34,4
Tyler Hol,27,CIN,NL,106,208,179,21,42,5,3,0,13,4
Destin Hoo,26,MIA,NL,13,25,25,3,6,1,0,1,2,0
J.J. Hoove,28,CIN,NL,16,0,0,0,0,0,0,0,0,0
Eric Hosmer,26,KCR,AL,158,667,605,80,161,24,1,25,104,5
Ryan Howard,36,PHI,NL,112,362,331,35,65,10,0,25,59,0
J.P. Howell,33,LAD,NL,61,2,2,0,0,0,0,0,0,0
Jared Hoying,27,TEX,AL,38,49,46,8,10,2,0,0,5,1
James Hoy,29,HOU,AL,1,0,0,0,0,0,0,0,0,0
Daniel Hudso,29,ARI,NL,65,0,0,0,0,0,0,0,0,0
Jared Hughe,30,PIT,NL,65,1,1,0,0,0,0,0,0,0
Phil Hughe,30,MIN,AL,1,2,2,0,0,0,0,0,0,0
Nick Hundle,32,COL,NL,83,317,289,30,75,20,1,10,48,0
Cedric Hunter,28,PHI,NL,13,36,34,3,3,0,0,1,1,0
Tommy Hunte,29,TOT,AL,3,0,0,0,0,0,0,0,0,0
Tommy Hunte,29,CLE,AL,3,0,0,0,0,0,0,0,0,0
Jason Hurs,24,ATL,NL,2,0,0,0,0,0,0,0,0,0
Drew Hutchison,25,TOT,MLB,6,1,1,0,0,0,0,0,0,0
Drew Hutchison,25,PIT,NL,6,1,1,0,0,0,0,0,0,0
Chris Iannett,33,SEA,AL,94,338,295,23,62,14,0,7,24,0
Jose Iglesia,26,DET,AL,137,513,467,57,119,26,0,4,32,7
Raisel Iglesia,26,CIN,NL,35,11,11,0,1,0,0,0,0,0
Ender Inciarte,25,ATL,NL,131,578,522,85,152,24,7,3,29,16
Omar Infant,34,KCR,AL,39,149,134,16,32,9,1,0,11,0
Hernan Iribarren,32,CIN,NL,24,45,45,6,14,0,3,0,2,1
Hisashi Iwakum,35,SEA,AL,2,3,2,0,0,0,0,0,0,0
Austin Jackso,29,CHW,AL,54,203,181,24,46,12,2,0,18,2
Edwin Jackso,32,TOT,NL,23,27,23,2,5,1,0,0,2,1
Edwin Jackso,32,MIA,NL,8,0,0,0,0,0,0,0,0,0
Edwin Jackso,32,SDP,NL,15,27,23,2,5,1,0,0,2,1
Paul Janis,33,BAL,AL,14,35,31,3,6,1,0,0,0,0
Travis Jankowski,25,SDP,NL,131,383,335,53,82,13,2,2,12,30
Kenley Jansen,28,LAD,NL,68,0,0,0,0,0,0,0,0,0
John Jaso,32,PIT,NL,132,432,380,45,102,25,3,8,42,0
Jon Jay,31,SDP,NL,90,374,347,49,101,26,1,2,26,2
Jeremy Jeffres,28,TOT,MLB,48,0,0,0,0,0,0,0,0,0
Jeremy Jeffres,28,MIL,NL,46,0,0,0,0,0,0,0,0,0
Jeremy Jeffres,28,TEX,AL,2,0,0,0,0,0,0,0,0,0
Tyrell Jenkin,23,ATL,NL,14,17,13,0,0,0,0,0,0,0
Dan Jennings,29,CHW,AL,5,0,0,0,0,0,0,0,0,0
Desmond Jenning,29,TBR,AL,65,225,200,22,40,7,1,7,20,2
Kyle Jense,28,ARI,NL,17,34,31,5,6,0,1,2,7,0
Kevin Jepse,31,TOT,AL,3,0,0,0,0,0,0,0,0,0
Kevin Jepse,31,MIN,AL,1,0,0,0,0,0,0,0,0,0
Kevin Jepse,31,TBR,AL,2,0,0,0,0,0,0,0,0,0
Ubaldo Jimene,32,BAL,AL,3,4,4,0,0,0,0,0,0,0
Chris Johnso,31,MIA,NL,113,264,243,20,54,11,0,5,24,0
Erik Johnso,26,TOT,MLB,3,5,4,0,0,0,0,0,0,0
Erik Johnso,26,SDP,NL,3,5,4,0,0,0,0,0,0,0
Jim Johnso,33,ATL,NL,61,1,1,0,0,0,0,0,0,0
Kelly Johnson,34,TOT,NL,131,333,304,25,75,14,0,10,34,4
Kelly Johnson,34,ATL,NL,49,132,121,8,26,6,0,1,10,1
Kelly Johnson,34,NYM,NL,82,201,183,17,49,8,0,9,24,3
Micah Johnson,25,LAD,NL,7,6,6,1,1,0,0,0,0,0
Steve Johnso,28,SEA,AL,1,0,0,0,0,0,0,0,0,0
Adam Jone,30,BAL,AL,152,672,619,86,164,19,0,29,83,2
JaCoby Jone,24,DET,AL,13,28,28,3,6,3,0,0,2,0
Nate Jone,30,CHW,AL,5,0,0,0,0,0,0,0,0,0
Caleb Josep,30,BAL,AL,49,141,132,7,23,3,0,0,0,0
Tommy Josep,24,PHI,NL,107,347,315,47,81,15,0,21,47,1
Matthew Joyce,31,PIT,NL,140,293,231,45,56,10,1,13,42,1
Aaron Judg,24,NYY,AL,27,95,84,10,15,2,0,4,10,0
Taylor Jungman,26,MIL,NL,8,8,8,1,1,0,0,0,0,0
Tommy Kahnl,26,CHW,AL,2,0,0,0,0,0,0,0,0,0
Ryan Kalish,28,CHC,NL,7,10,7,1,2,0,0,0,2,0
Jung Ho Kan,29,PIT,NL,103,370,318,45,81,19,0,21,62,3
Nate Karn,28,SEA,AL,2,1,1,0,0,0,0,0,0,0
Munenori Kawasaki,35,CHC,NL,14,26,21,3,7,2,0,0,1,2
Scott Kazmir,32,LAD,NL,26,50,43,3,5,0,0,0,2,0
Keone Kel,23,TEX,AL,2,0,0,0,0,0,0,0,0,0
Shawn Kelle,32,WSN,NL,64,1,1,0,0,0,0,0,0,0
Carson Kell,21,STL,NL,10,14,13,1,2,1,0,0,1,0
Casey Kell,26,ATL,NL,10,3,2,0,0,0,0,0,0,0
Don Kelly,36,MIA,NL,13,30,27,2,4,0,2,0,3,0
Joe Kell,28,BOS,AL,2,0,0,0,0,0,0,0,0,0
Ty Kelly,27,NYM,NL,39,71,58,9,14,1,1,1,7,0
Matt Kem,31,TOT,NL,156,672,623,89,167,39,0,35,108,1
Matt Kem,31,SDP,NL,100,431,409,54,107,24,0,23,69,0
Matt Kem,31,ATL,NL,56,241,214,35,60,15,0,12,39,1
Tony Kemp,24,HOU,AL,59,136,120,15,26,4,3,1,7,2
Howie Kendric,32,LAD,NL,146,543,487,65,124,26,2,8,40,10
Ian Kenned,31,KCR,AL,2,3,3,0,0,0,0,0,0,0
Logan Kensin,33,DET,AL,1,0,0,0,0,0,0,0,0,0
Max Kepler,23,MIN,AL,113,447,396,52,93,20,2,17,63,6
Clayton Kershaw,28,LAD,NL,21,50,46,2,8,1,0,0,3,0
Dallas Keuchel,28,HOU,AL,1,2,2,0,0,0,0,0,0,0
Spencer Kieboo,25,WSN,NL,1,1,0,1,0,0,0,0,0,0
Dean Kiekhefer,27,STL,NL,26,1,1,0,0,0,0,0,0,0
Kevin Kiermaier,26,TBR,AL,105,414,366,55,90,20,2,12,37,21
Hyun Soo Kim,28,BAL,AL,95,346,305,36,92,16,1,6,22,1
Craig Kimbre,28,BOS,AL,3,0,0,0,0,0,0,0,0,0
Ian Kinsle,34,DET,AL,153,679,618,117,178,29,4,28,83,14
Brandon Kintzle,31,MIN,AL,2,0,0,0,0,0,0,0,0,0
Jason Kipnis,29,CLE,AL,156,688,610,91,168,41,4,23,82,15
Michael Kirkman,29,TOT,NL,2,0,0,0,0,0,0,0,0,0
Michael Kirkman,29,SDP,NL,1,0,0,0,0,0,0,0,0,0
Michael Kirkman,29,MIL,NL,1,0,0,0,0,0,0,0,0,0
Patrick Kivleha,26,TOT,NL,8,24,21,5,4,0,0,1,2,0
Patrick Kivleha,26,SDP,NL,5,19,16,5,4,0,0,1,2,0
Patrick Kivleha,26,CIN,NL,3,5,5,0,0,0,0,0,0,0
Phil Klei,27,TOT,MLB,4,2,2,0,0,0,0,0,0,0
Phil Klei,27,PHI,NL,4,2,2,0,0,0,0,0,0,0
Corey Klube,30,CLE,AL,3,6,4,1,1,1,0,0,0,0
Corey Knebe,24,MIL,NL,34,0,0,0,0,0,0,0,0,0
Matt Koch,25,ARI,NL,5,6,3,0,0,0,0,0,0,0
Tom Koehle,30,MIA,NL,30,56,51,1,5,0,0,0,4,0
George Konto,31,SFG,NL,53,0,0,0,0,0,0,0,0,0
Erik Krat,36,TOT,MLB,32,87,85,3,8,2,0,1,4,0
Erik Krat,36,HOU,AL,14,30,29,0,2,1,0,0,0,0
Erik Krat,36,PIT,NL,18,57,56,3,6,1,0,1,4,0
Ian Krol,25,ATL,NL,59,1,1,0,0,0,0,0,0,0
Chad Kuh,23,PIT,NL,14,26,23,0,2,0,0,0,0,0
Tommy La Stella,27,CHC,NL,74,169,148,17,40,12,1,2,11,0
John Lacke,37,CHC,NL,28,69,63,1,6,2,0,0,2,0
Tyler Ladendor,28,OAK,AL,44,50,48,6,4,0,0,0,1,2
Juan Lagare,27,NYM,NL,79,160,142,15,34,7,2,3,9,4
Junior Lak,26,TOR,AL,22,39,35,5,7,3,0,1,2,1
Blake Lalli,33,ATL,NL,10,13,13,0,2,1,0,0,1,0
Ryan LaMarr,27,BOS,AL,5,6,5,1,0,0,0,0,0,0
Jake Lamb,25,ARI,NL,151,594,523,81,130,31,9,29,91,6
John Lamb,25,CIN,NL,12,22,20,0,1,0,0,0,0,0
Andrew Lambo,27,OAK,AL,1,1,1,0,0,0,0,0,0,0
Mat Lato,28,TOT,MLB,7,5,5,1,1,0,0,1,1,0
Mat Lato,28,CHW,AL,1,2,2,0,0,0,0,0,0,0
Mat Lato,28,WSN,NL,6,3,3,1,1,0,0,1,1,0
Derek La,25,SFG,NL,57,1,1,0,0,0,0,0,0,0
Brett Lawri,26,CHW,AL,94,384,351,35,87,22,0,12,36,7
Mike Leak,28,STL,NL,32,55,49,3,7,1,0,0,4,0
Wade LeBlanc,31,TOT,MLB,8,1,1,0,0,0,0,0,0,0
Wade LeBlanc,31,PIT,NL,8,1,1,0,0,0,0,0,0,0
